회사명 : (주) 슬림팩 / 2025/01/01  ~ 2025/12/31 ,,,,,,,,,,
일자-No.,품목명(규격),수량,단가,공급가액,부가세,합계,거래처명,창고명,프로젝트명,주문번호
2025/12/21 -2,소프트 시트 - X200맥스/X200프로/터보프로/X200/X200S고급 [기종을 적어주세요=터보프로],1,"109,091","109,091","10,909","120,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,체인 - X200프로/터보프로/X200/X200S고급/X200T [기종=X200프로/터보프로/X200/X200S고급/X200T],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,싱글 스프라켓,1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,XT90 to XT60 젠더 세트(암수 다름) [기종(필수)=터보프로/X200터보(XT90단자)],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,엑스라이더 멀티박스 [상품(필수)=멀티박스],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,KTET 캘리퍼 아답터 세트(TYPE 6) for X200프로/터보프로/X50 (KKE) - type 4와 같음 [기종선택=X200프로/터보프로/X50],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,KTET 캘리퍼 아답터 세트(TYPE 6) for X200프로/터보프로/X50 (KKE) - type 4와 같음 [기종선택=X200프로/터보프로/X50],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,유성기어 교체-공임,1,"90,909","90,909","9,091","100,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/21 -2,오토바이 KTET 브레이크 장착 공임(브레이크+로터),1,"127,273","127,273","12,727","140,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251221-0000010
2025/12/22 -1,유성기어 - X200맥스/X100프로/X200프로/X50 [기종=X200맥스/X200 프로/X100 프로],2,"31,818","63,636","6,364","70,000",코디바이크,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000051
2025/12/22 -1,택배비,1,"5,000","4,545",455,"5,000",코디바이크,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000051
2025/12/22 -2,키박스 디스플레이 스로틀 [기종을 적어주세요=x200 pro],1,"58,182","58,182","5,818","64,000",자탄풍,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000048
2025/12/22 -2,체인 - X200맥스,1,"9,545","9,545",955,"10,500",자탄풍,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000048
2025/12/22 -2,체인 - X100맥스,1,"9,545","9,545",955,"10,500",자탄풍,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000048
2025/12/22 -2,수납가방 M - X200프로,1,"38,182","38,182","3,818","42,000",자탄풍,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000048
2025/12/22 -3,컬러 킥스탠드 블랙 [색상=블랙],1,"21,818","21,818","2,182","24,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000031
2025/12/22 -3,택배비,1,"5,000","4,545",455,"5,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000031
2025/12/22 -5,소프트 톨시트 블랙 - X200맥스/X200프로/터보프로/X200/X200S고급 [기종을 적어주세요=x200max],1,"89,091","89,091","8,909","98,000",와이제이(YJ) 모터스,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000028
2025/12/22 -7,컬러 리어렉 블랙 [색상=블랙],1,"59,091","59,091","5,909","65,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000018
2025/12/22 -7,컬러 킥스탠드 블랙 [색상=블랙],1,"21,818","21,818","2,182","24,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000018
2025/12/22 -7,페달 세트,1,"15,909","15,909","1,591","17,500",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000018
2025/12/22 -7,52T 크랭크 세트,1,"25,455","25,455","2,545","28,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000018
2025/12/22 -7,컬러 포크가드 스티커 블랙 - X200맥스/X200프로 [색상=블랙],1,"5,909","5,909",591,"6,500",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000018
2025/12/22 -7,일자 그립,1,"9,091","9,091",909,"10,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000018
2025/12/22 -7,엑스라이더 X100 Max - 블랙,1,"1,763,636","1,763,636","176,364","1,940,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000018
2025/12/22 -8,키박스 디스플레이 스로틀 [기종을 적어주세요=X200 프로],1,"58,182","58,182","5,818","64,000",알톤자전거 서부산 직영점,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000069
2025/12/22 -8,컬러 리어렉 블랙 [색상=블랙],1,"59,091","59,091","5,909","65,000",알톤자전거 서부산 직영점,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000069
2025/12/22 -9,일자 그립,1,"9,091","9,091",909,"10,000",알톤스포츠자전거 창원중앙점,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000073
2025/12/22 -9,택배비,1,"5,000","4,545",455,"5,000",알톤스포츠자전거 창원중앙점,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000073
2025/12/22 -10,컬러 머드가드 세트 블랙 - X200맥스 [색상=블랙],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,헤드셋 보울 세트,1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,체인 - X200프로/터보프로/X200/X200S고급/X200T [기종=X200프로/터보프로/X200/X200S고급/X200T],1,"13,636","13,636","1,364","15,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,일자 그립,1,"13,636","13,636","1,364","15,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,방향지시등 세트,1,"22,727","22,727","2,273","25,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,풋페그 세트(2인승차 발판) [기종=X200맥스/X100프로/X200프로/터보프로/X200/X200고급형/X50],1,"18,182","18,182","1,818","20,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,프레임 베이지 - X200맥스,1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,브레이크 패드 - 5. 페스트에이스 브레이크 패드 [기종=5. 페스트에이스 브레이크 패드],2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,컬러 킥스탠드 블랙,1,"36,364","36,364","3,636","40,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,기본점검-공임,2,"27,273","54,545","5,455","60,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -10,패드 교체-공임,2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251222-0000112
2025/12/22 -11,컬러 킥스탠드 블루 [색상=블루],1,"45,455","45,455","4,545","50,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251222-0000182 최종우
2025/12/22 -11,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251222-0000182 최종우
2025/12/22 -12,듀얼 배터리 스위치(셀렉터) - 48V [기종선택=48V(X200맥스/X100맥스/X200프로/X200S고급형/X200)],2,"45,455","90,909","9,091","100,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251222-0000172 김종구
2025/12/22 -13,키박스 디스플레이 스로틀 [기종을 적어주세요=X200pro],1,"58,182","58,182","5,818","64,000",전동연구소,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000169
2025/12/22 -13,택배비,1,"10,000","9,091",909,"10,000",전동연구소,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000169
2025/12/22 -14,브레이크 패드 - 1. 오토바이 KTET 브레이크패드 XRB-01 [기종=1. 오토바이 브레이크패드 XRB-01],12,"9,545","114,545","11,455","126,000",코지모빌리티,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000151
2025/12/22 -15,유성기어 - X200맥스/X100프로/X200프로/X50 [기종=X200맥스/X200 프로/X100 프로],1,,,,,AS-소영석부장,본사창고-청담본점,AS-XRB,20251222-0000144
2025/12/22 -16,개인결제건,1,"9,090,909","9,090,909","909,091","10,000,000",코디바이크,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000106
2025/12/22 -17,[클래식] 리어렉(짐받이) - 블랙,1,"72,727","72,727","7,273","80,000",카페24-니어바이크,본사창고-청담본점,일반-NB-온라인판매,20251218-0000041 황예지
2025/12/22 -17,48V 6A 고속충전기(3핀),1,"127,273","127,273","12,727","140,000",카페24-니어바이크,본사창고-청담본점,일반-NB-온라인판매,20251218-0000041 황예지
2025/12/22 -17,클래식 Classic - 로얄 네이비 [색상=로얄 네이비],1,"900,000","900,000","90,000","990,000",카페24-니어바이크,본사창고-청담본점,일반-NB-온라인판매,20251218-0000041 황예지
2025/12/22 -17,택배비,1,"50,000","45,455","4,545","50,000",카페24-니어바이크,본사창고-청담본점,일반-NB-온라인판매,20251218-0000041 황예지
2025/12/23 -1,엑스라이더 멀티박스 [상품(필수)=멀티박스],1,"95,455","95,455","9,545","105,000",알톤스포츠자전거 창원중앙점,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000044
2025/12/23 -2,"디스크 로터 KTET - 180E, 3mm [기종=1. 오토바이 브레이크용]",2,"12,727","25,455","2,545","28,000",코지모빌리티,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000033
2025/12/23 -3,컬러 킥스탠드 블랙 [색상=블랙],1,"21,818","21,818","2,182","24,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000028
2025/12/23 -3,택배비,1,"5,000","4,545",455,"5,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000028
2025/12/23 -4,컨트롤러 - X200 프로 / X100 프로(플러그),1,"95,455","95,455","9,545","105,000",씨제이그룹 주식회사,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000015
2025/12/23 -4,수납가방 - X200맥스,2,"70,909","141,818","14,182","156,000",씨제이그룹 주식회사,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000015
2025/12/23 -5,개인결제건,1,"6,363,636","6,363,636","636,364","7,000,000",코디바이크,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000132
2025/12/23 -5,개인결제건,1,"2,727,273","2,727,273","272,727","3,000,000",코디바이크,본사창고-청담본점,대리점-XRB-온라인판매,20251222-0000132
2025/12/23 -6,텍트로 프론트 브레이크 세트 - X200 프로,1,"63,636","63,636","6,364","70,000",전동연구소,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000057
2025/12/23 -6,키박스 디스플레이 스로틀 [기종을 적어주세요=x200pro],1,"58,182","58,182","5,818","64,000",전동연구소,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000057
2025/12/23 -6,택배비,1,"5,000","4,545",455,"5,000",전동연구소,본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000057
2025/12/23 -7,점보 케이스(디자인) - 무광블랙 [색상=무광 블랙],2,"65,455","130,909","13,091","144,000",주식회사 몬바이크(대전점),본사창고-청담본점,대리점-XRB-온라인판매,20251223-0000061
2025/12/24 -1,엑스라이더 멀티박스 [상품(필수)=멀티박스],1,"95,455","95,455","9,545","105,000",와이제이(YJ) 모터스,본사창고-청담본점,대리점-XRB-온라인판매,20251224-0000015
2025/12/24 -2,스프린터 Sprinter - 블랙 [색상=블랙],3,"654,545","1,963,636","196,364","2,160,000",에이벡,인천창고-위스테이블,대리점-NB-기타판매,20251224-0000016
2025/12/24 -2,스프린터 Sprinter - 어반 그레이 [색상=어반 그레이],1,"654,545","654,545","65,455","720,000",에이벡,인천창고-위스테이블,대리점-NB-기타판매,20251224-0000016
2025/12/24 -3,배터리 연결 케이블 미니,1,"31,818","31,818","3,182","35,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,디펜더 라이트 [상품(필수)=디펜더라이트],1,"90,909","90,909","9,091","100,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,시트 클램프 - 미니 프로 / 미니,1,"27,273","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,디펜더 라이트 [기종(필수)=3핀(X200프로/X200고급형/X200S/X200/터보프로/X100프로/New X100/X200터보) (P0000JKB000D)],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,"KTET 프론트 브레이크 세트(래버, 센서, 캘리퍼, 패드, 로터) [선택=프론트 브레이크 세트]",1,"72,727","72,727","7,273","80,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,"KTET 프론트 브레이크 세트(래버, 센서, 캘리퍼, 패드, 로터) [기종선택=X200일반형/X200S고급형/X200T]",1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,KTET 캘리퍼 아답터 세트(TYPE 5) for X200맥스/X100맥스 - type 2와 같음 [기종선택=X200일반형/X200S고급형/X200T],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,"KTET 리어 브레이크 세트(래버, 센서, 캘리퍼, 패드, 로터) [선택=오토바이 리어 브레이크 세트]",1,"72,727","72,727","7,273","80,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,기능 스위치 - X200 / X200 고급형(S) / X200 터보 / New X100,1,"18,182","18,182","1,818","20,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,점보 배터리 거치대(배터리 트레이) - 48V(X200프로/X200S/고급형/X200 [기종=48V(X200프로/X200S/고급형/X200],1,"45,455","45,455","4,545","50,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,듀얼 배터리 스위치(셀렉터) - 48V [기종선택=48V(X200맥스/X100맥스/X200프로/X200S고급형/X200)],1,"45,455","45,455","4,545","50,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,3핀 to DC 변환 젠더 케이블,1,"4,545","4,545",455,"5,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,컬러 킥스탠드 블랙 [색상=블랙],1,"36,364","36,364","3,636","40,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,"기본 점검(나사조임, 조향성, 브레이크 상태)-공임",1,"27,273","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,"기타 공임-100,000",1,"163,636","163,636","16,364","180,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/24 -3,배터리스위치 장착-공임,1,"9,091","9,091",909,"10,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251224-0000027
2025/12/25 -1,이너튜브 20x4.5 & 4.8 1개,1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251225-0000019
2025/12/25 -1,"기타 공임-10,000",1,"22,727","22,727","2,273","25,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251225-0000019
2025/12/25 -2,스로틀 스위치,1,"27,273","27,273","2,727","30,000",카페24-니어바이크,본사창고-청담본점,일반-NB-온라인판매,20251224-0000021 김용호
2025/12/25 -2,레트로 Retro - 샌드 베이지 [색상=샌드 베이지],1,"1,445,455","1,445,455","144,545","1,590,000",카페24-니어바이크,본사창고-청담본점,일반-NB-온라인판매,20251224-0000021 김용호
2025/12/25 -3,엑스라이더 X200 Pro - 블랙,1,,,,,판매-청담본점-엑스라이더,본사창고-청담본점,일반-XRB-기타판매,아버님 협찬건 - 이규석 이사님 010-4800-9480
2025/12/25 -3,점보 케이스(디자인) - 유광블랙,1,,,,,판매-청담본점-엑스라이더,본사창고-청담본점,일반-XRB-기타판매,아버님 협찬건 - 이규석 이사님 010-4800-9480
2025/12/26 -1,LG KTX 배터리팩 48V 20Ah,1,"475,091","475,091","47,509","522,600",전주 전기자전거 백프로 모빌리티,본사창고-청담본점,대리점-XRB-온라인판매,20251226-0000033
2025/12/26 -1,DC to 3핀 변환 젠더 케이블,1,"3,636","3,636",364,"4,000",전주 전기자전거 백프로 모빌리티,본사창고-청담본점,대리점-XRB-온라인판매,20251226-0000033
2025/12/26 -2,"컨트롤러(New Line) - X200맥스, X100맥스, X200프로",1,,,,,AS-소영석부장,본사창고-청담본점,AS-XRB,20251226-0000012 타이거바이크
2025/12/26 -2,KTET 프론트 브레이크 래버,1,,,,,AS-소영석부장,본사창고-청담본점,AS-XRB,20251226-0000012 타이거바이크
2025/12/26 -3,컬러 킥스탠드 블랙 [색상=블랙],1,"21,818","21,818","2,182","24,000",알톤스포츠자전거 창원중앙점,본사창고-청담본점,대리점-XRB-온라인판매,20251225-0000026
2025/12/26 -4,유성기어 - X200맥스/X100프로/X200프로/X50 [기종=X200맥스/X200 프로/X100 프로],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251226-0000045
2025/12/26 -4,KTX 배터리 거치대(배터리 트레이) - X200프로/X200/X200S고급(XT60) [기종=X50(XT60)],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251226-0000045
2025/12/27 -1,컬러 윈드실드 블랙 [색상=블랙],2,"47,273","94,545","9,455","104,000",와이제이(YJ) 모터스,본사창고-청담본점,대리점-XRB-온라인판매,20251226-0000059
2025/12/27 -2,컨트롤러 - X200 프로 / X100 프로(플러그),1,"95,455","95,455","9,545","105,000",알톤자전거 서부산 직영점,본사창고-청담본점,대리점-XRB-온라인판매,20251227-0000026
2025/12/27 -3,컬러 킥스탠드 블랙 [색상=블랙],1,"36,364","36,364","3,636","40,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251227-0000017 김석진
2025/12/27 -3,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251227-0000017 김석진
2025/12/27 -4,카고 Cargo - 그레이,1,"1,081,818","1,081,818","108,182","1,190,000",분당 전기자전거 E-바이크개러지,인천창고-위스테이블,대리점-NB-온라인판매,20251227-0000018
2025/12/27 -5,브레이크 패드 - 2. 텍트로 브레이크 패드 [기종=2. 텍트로 브레이크 패드],1,"18,182","18,182","1,818","20,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251227-0000037
2025/12/27 -5,패드 교체-공임,1,"13,636","13,636","1,364","15,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251227-0000037
2025/12/27 -6,브레이크 패드 - 5. 페스트에이스 브레이크 패드 [기종=5. 페스트에이스 브레이크 패드],2,"13,636","27,273","2,727","30,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251227-0000051 김태하
2025/12/27 -6,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251227-0000051 김태하
2025/12/28 -1,"기타 공임-10,000",1,"9,091","9,091",909,"10,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,청담 AS
2025/12/28 -3,브레이크 패드 - 5. 페스트에이스 브레이크 패드 [기종=5. 페스트에이스 브레이크 패드],2,"13,636","27,273","2,727","30,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251228-0000038 김구태
2025/12/28 -3,이너튜브 20x4.5 & 4.8 1개,1,"13,636","13,636","1,364","15,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251228-0000038 김구태
2025/12/28 -3,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251228-0000038 김구태
2025/12/28 -4,소프트 시트 (미니) - 블랙,1,"72,727","72,727","7,273","80,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251228-0000051 김호성
2025/12/28 -4,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251228-0000051 김호성
2025/12/28 -5,이너튜브 20x4.5 & 4.8 1개,2,"13,636","27,273","2,727","30,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251228-0000043 강호영
2025/12/28 -5,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251228-0000043 강호영
2025/12/29 -2,컬러 킥스탠드 블랙 [색상=블랙],1,"36,364","36,364","3,636","40,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251229-0000028 김희준
2025/12/29 -2,KTET 프론트 브레이크 래버,1,"31,818","31,818","3,182","35,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251229-0000028 김희준
2025/12/29 -2,"미니 점보 배터리 거치대(XT60 케이블 포함, 배터리 트레이) - X200맥스 [기종=X200맥스]",1,"45,455","45,455","4,545","50,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251229-0000028 김희준
2025/12/29 -3,엑스라이더 미니 차저,1,"31,818","31,818","3,182","35,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251229-0000018 강덕주
2025/12/29 -3,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251229-0000018 강덕주
2025/12/29 -4,브레이크 패드 - 2. 텍트로 브레이크 패드 [기종=2. 텍트로 브레이크 패드],2,"12,727","25,455","2,545","28,000",에이벡,본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000041
2025/12/29 -4,택배비,1,"5,000","4,545",455,"5,000",에이벡,본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000041
2025/12/29 -5,컬러 킥스탠드 블랙 [색상=블랙],1,"21,818","21,818","2,182","24,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000034
2025/12/29 -5,택배비,1,"5,000","4,545",455,"5,000",주식회사 바이크셀링,본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000034
2025/12/29 -6,카고 Cargo - 그레이,1,"1,081,818","1,081,818","108,182","1,190,000",질주 모빌리티 동래점,인천창고-위스테이블,대리점-NB-온라인판매,20251229-0000011
2025/12/29 -7,수납가방 - X200맥스,2,"70,909","141,818","14,182","156,000",주식회사 몬바이크(대전점),본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000054
2025/12/29 -7,유성기어 - X200맥스/X100프로/X200프로/X50 [기종=X200맥스/X200 프로/X100 프로],2,"31,818","63,636","6,364","70,000",주식회사 몬바이크(대전점),본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000054
2025/12/29 -8,모터 세트 - X200 터보,1,"590,909","590,909","59,091","650,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,컨트롤러 - X200 터보,1,"227,273","227,273","22,727","250,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,듀얼 배터리 스위치(셀렉터) - 60V [기종선택=60V(터보프로/X200T)],1,"45,455","45,455","4,545","50,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,체인 - X200프로/터보프로/X200/X200S고급/X200T [기종=X200프로/터보프로/X200/X200S고급/X200T],1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,싱글 스프라켓,1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,52T 크랭크 세트,1,"36,364","36,364","3,636","40,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,페달 세트,1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,컬러 킥스탠드 블랙 [색상=블랙],1,"36,364","36,364","3,636","40,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,키박스 디스플레이 스로틀 [기종을 적어주세요=X200pro],1,"72,727","72,727","7,273","80,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,브레이크 패드 - 1. 오토바이 KTET 브레이크패드 XRB-01 [기종=1. 오토바이 브레이크패드 XRB-01],2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,XRB 타이어 20x4.5,1,"109,091","109,091","10,909","120,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,"기타 공임-10,000",1,"9,091","9,091",909,"10,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,패드 교체-공임,2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,"디스크 로터 KTET - 180E, 3mm",2,"18,182","36,364","3,636","40,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -8,컨트롤러 교체-공임,1,"27,273","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000079
2025/12/29 -9,수납가방 L - X200듀오/X200프로/터보프로,1,,,,,AS-엑스라이더,본사창고-청담본점,AS-XRB,20251229-0000069
2025/12/29 -10,브레이크 패드 - 2. 텍트로 브레이크 패드 [기종=2. 텍트로 브레이크 패드],2,"18,182","36,364","3,636","40,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251229-0000107 윤승욱
2025/12/29 -10,택배비,1,"5,000","4,545",455,"5,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251229-0000107 윤승욱
2025/12/30 -1,카고 Cargo - 그레이,5,,,,,주식회사 109모빌리티,형동창고-경기도 광주,대리점-NB-기타판매,20251230-0000017 마포 계약건
2025/12/30 -2,엑스라이더 X100 Max - 블랙,3,"1,627,273","4,881,818","488,182","5,370,000",씨제이그룹 주식회사,형동창고-경기도 광주,대리점-XRB-기타판매,20251230-0000013 추가 주문건
2025/12/30 -3,26년 1차 프리오더 선수금 (완불),1,"1,495,455","1,495,455","149,545","1,645,000",분당 전기자전거 E-바이크개러지,형동창고-경기도 광주,대리점-XRB-기타판매,26년 1차 프리오더 선수금 (완불)
2025/12/30 -4,브레이크 패드 - 2. 텍트로 브레이크 패드 [기종=2. 텍트로 브레이크 패드],4,"12,727","50,909","5,091","56,000",에이벡,본사창고-청담본점,대리점-XRB-온라인판매,20251230-0000026
2025/12/30 -4,택배비,1,"5,000","4,545",455,"5,000",에이벡,본사창고-청담본점,대리점-XRB-온라인판매,20251230-0000026
2025/12/30 -5,브레이크 패드 - 5. 페스트에이스 브레이크 패드 [기종=5. 페스트에이스 브레이크 패드],2,"9,545","19,091","1,909","21,000",알톤자전거 서부산 직영점,본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000096
